layer_name,num_elements,sparsity
encoder.graph_layer_1.weight,250000,0.0
encoder.graph_layer_1.bias,500,0.0
encoder.graph_layer_2.weight,64000,0.6734375
encoder.graph_layer_2.bias,128,2.34375
encoder.decoder_1.weight,250000,0.0
encoder.decoder_1.bias,500,0.0
encoder.decoder_2.weight,250000,0.094
encoder.decoder_2.bias,500,0.0
encoder.linear.weight,384,1.0416666666666665
encoder.linear.bias,3,0.0
